_line,_fivetran_synced,order_id,order_date,hour,category,item_name,price,quantity,discount,total_amount,branch,payment_method,order_type,customer_id,rating,is_weekend
529,2026-04-13T20:12:46.479Z,530,2020-03-30,20,محاشي,محشي باذنجان,86.43,2,0,172.86,الجيزة,Cash,Dine-in,47518,3,0
530,2026-04-13T20:12:46.479Z,531,2020-01-01,15,طواجن,طاجن فراخ,116.85,2,0,233.7,القاهرة,Wallet,Dine-in,175593,4,0
531,2026-04-13T20:12:46.479Z,532,2020-10-06,23,مشويات,كباب,135.05,6,0.1,729.27,القاهرة,Wallet,Takeaway,1988,4,0
532,2026-04-13T20:12:46.479Z,533,2025-07-11,18,طواجن,طاجن فراخ,135.94,3,0,407.83,المنصورة,Wallet,Dine-in,123561,4,1
533,2026-04-13T20:12:46.479Z,534,2020-05-24,12,طواجن,طاجن بامية,136.18,2,0,272.37,الإسكندرية,Card,Takeaway,198655,3,1
534,2026-04-13T20:12:46.479Z,535,2025-02-13,18,مشويات,كباب,134.45,1,0,134.45,الإسكندرية,Cash,Delivery,126288,4,0
535,2026-04-13T20:12:46.479Z,536,2021-07-20,17,طواجن,طاجن فراخ,153.68,5,0.1,691.55,القاهرة,Cash,Dine-in,63481,4,0
536,2026-04-13T20:12:46.479Z,537,2025-06-29,14,مشروبات,عصير مانجو,21.39,5,0.1,96.26,القاهرة,Cash,Dine-in,168326,4,1
537,2026-04-13T20:12:46.479Z,538,2020-09-01,23,مشويات,كفتة,148.41,2,0,296.82,القاهرة,Wallet,Takeaway,158860,5,0
538,2026-04-13T20:12:46.479Z,539,2024-09-02,11,محاشي,محشي كوسة,55.64,2,0,111.29,الجيزة,Card,Dine-in,70170,3,0
539,2026-04-13T20:12:46.479Z,540,2024-12-13,20,مقبلات,سلطة بلدي,43.04,3,0,129.11,أسيوط,Wallet,Dine-in,129074,3,1
540,2026-04-13T20:12:46.479Z,541,2021-04-07,18,مشويات,كباب,169.21,1,0,169.21,الجيزة,Card,Dine-in,159773,4,0
541,2026-04-13T20:12:46.479Z,542,2020-05-24,20,مشويات,كباب,143.33,4,0.1,515.99,القاهرة,Cash,Takeaway,102892,4,1
542,2026-04-13T20:12:46.479Z,543,2020-05-05,22,مشويات,كفتة,146.88,2,0,293.76,الجيزة,Cash,Takeaway,11166,3,0
543,2026-04-13T20:12:46.479Z,544,2020-12-04,23,مشروبات,شاي,12.78,6,0.1,69.02,الإسكندرية,Card,Delivery,54551,4,1
544,2026-04-13T20:12:46.479Z,545,2021-08-10,11,مشويات,كباب,155.83,1,0,155.83,القاهرة,Cash,Delivery,12859,5,0
545,2026-04-13T20:12:46.479Z,546,2025-05-06,13,مشويات,شيش طاووق,148.2,2,0,296.4,طنطا,Cash,Dine-in,164099,4,0
546,2026-04-13T20:12:46.479Z,547,2024-02-13,18,مشروبات,شاي,25.19,1,0,25.19,القاهرة,Card,Dine-in,83270,4,0
547,2026-04-13T20:12:46.479Z,548,2021-06-14,16,محاشي,محشي ورق عنب,76.42,2,0,152.84,الإسكندرية,Cash,Dine-in,132382,3,0
548,2026-04-13T20:12:46.479Z,549,2024-11-01,21,مشويات,كباب,166.23,3,0,498.7,الإسكندرية,Cash,Delivery,65846,5,1
549,2026-04-13T20:12:46.479Z,550,2022-03-17,10,مشروبات,عصير قصب,37.59,1,0,37.59,الإسكندرية,Wallet,Delivery,17202,3,0
550,2026-04-13T20:12:46.479Z,551,2020-03-05,21,محاشي,محشي ورق عنب,91.2,8,0.1,656.62,الإسكندرية,Cash,Dine-in,61788,4,0
551,2026-04-13T20:12:46.479Z,552,2024-12-07,22,محاشي,محشي ورق عنب,55.39,5,0.1,249.28,القاهرة,Wallet,Dine-in,102752,4,1
552,2026-04-13T20:12:46.479Z,553,2021-07-08,23,مشويات,كباب,172.9,4,0.1,622.43,طنطا,Cash,Takeaway,66559,3,0
553,2026-04-13T20:12:46.479Z,554,2021-10-03,23,مقبلات,طحينة,44.83,4,0.1,161.38,الجيزة,Wallet,Dine-in,8383,4,1
554,2026-04-13T20:12:46.479Z,555,2025-02-23,13,محاشي,محشي ورق عنب,103.31,3,0,309.93,القاهرة,Cash,Dine-in,122491,4,1
555,2026-04-13T20:12:46.479Z,556,2022-04-01,23,طواجن,طاجن بامية,130.83,3,0,392.48,الجيزة,Wallet,Delivery,193207,4,1
556,2026-04-13T20:12:46.479Z,557,2023-10-12,11,مشويات,كباب,146.18,1,0,146.18,طنطا,Card,Takeaway,12656,3,0
557,2026-04-13T20:12:46.479Z,558,2021-09-26,12,مقبلات,بابا غنوج,36.84,3,0,110.52,الإسكندرية,Card,Delivery,142292,3,1
558,2026-04-13T20:12:46.479Z,559,2022-10-14,10,محاشي,محشي كوسة,94.97,3,0,284.9,القاهرة,Card,Takeaway,151481,4,1
559,2026-04-13T20:12:46.479Z,560,2020-06-23,23,مشروبات,عصير مانجو,-26.23,3,0,-78.68,الجيزة,Cash,Takeaway,166482,3,0
560,2026-04-13T20:12:46.479Z,561,2025-01-10,20,مشروبات,عصير مانجو,43.42,4,0.1,156.31,الجيزة,Card,Delivery,102901,3,1
561,2026-04-13T20:12:46.479Z,562,2024-09-20,13,طواجن,طاجن بامية,131.78,3,0,395.34,الإسكندرية,Wallet,Dine-in,22577,4,1
562,2026-04-13T20:12:46.479Z,563,2020-12-06,18,مشروبات,شاي,38.58,6,0.1,208.34,الجيزة,Cash,Takeaway,138174,4,1
563,2026-04-13T20:12:46.479Z,564,2021-11-06,14,مشويات,كباب,149.73,6,0.1,808.56,الإسكندرية,Card,Delivery,138833,4,1
564,2026-04-13T20:12:46.479Z,565,2022-11-12,11,مشويات,كباب,139.22,4,0.1,501.18,الجيزة,Wallet,Dine-in,118680,3,1
565,2026-04-13T20:12:46.479Z,566,2022-04-05,17,مشروبات,عصير مانجو,7.34,2,0,14.67,القاهرة,Card,Dine-in,196071,4,0
566,2026-04-13T20:12:46.479Z,567,2023-09-28,15,مشروبات,عصير مانجو,33.47,2,0,66.95,الجيزة,Cash,Delivery,48472,4,0
567,2026-04-13T20:12:46.479Z,568,2021-01-28,10,مقبلات,طحينة,61.33,1,0,61.33,القاهرة,Cash,Delivery,100473,3,0
568,2026-04-13T20:12:46.479Z,569,2025-04-05,22,مقبلات,طحينة,69.85,4,0.1,251.46,الإسكندرية,Wallet,Dine-in,86984,4,1
569,2026-04-13T20:12:46.479Z,570,2025-05-21,16,محاشي,محشي كوسة,45.77,4,0.1,164.78,الإسكندرية,Wallet,Takeaway,78769,5,0
570,2026-04-13T20:12:46.479Z,571,2024-04-21,20,محاشي,محشي باذنجان,77.24,3,0,231.72,طنطا,Wallet,Dine-in,160423,3,1
571,2026-04-13T20:12:46.479Z,572,2024-08-29,18,محاشي,محشي باذنجان,74.32,4,0.1,267.54,القاهرة,Wallet,Dine-in,47464,4,0
572,2026-04-13T20:12:46.479Z,573,2023-09-26,13,طواجن,طاجن ملوخية,115.11,3,0,345.33,القاهرة,Cash,Delivery,87684,4,0
573,2026-04-13T20:12:46.479Z,574,2020-08-15,22,مشروبات,عصير مانجو,19.21,4,0.1,69.16,القاهرة,Cash,Dine-in,66035,4,1
574,2026-04-13T20:12:46.479Z,575,2025-01-15,11,محاشي,محشي كوسة,73.25,2,0,146.51,الجيزة,Cash,Delivery,111072,3,0
575,2026-04-13T20:12:46.479Z,576,2021-01-06,16,مشويات,كفتة,152.38,5,0.1,685.72,الإسكندرية,Card,Takeaway,176953,4,0
576,2026-04-13T20:12:46.479Z,577,2020-05-01,16,مشروبات,عصير مانجو,12.07,3,0,36.21,القاهرة,Cash,Delivery,50729,4,1
577,2026-04-13T20:12:46.479Z,578,2021-05-05,23,مشروبات,عصير قصب,32.6,2,0,65.2,المنصورة,Wallet,Dine-in,66323,3,0
578,2026-04-13T20:12:46.479Z,579,2023-09-18,14,طواجن,طاجن بامية,126.45,2,0,252.9,طنطا,Wallet,Dine-in,105129,4,0
579,2026-04-13T20:12:46.479Z,580,2024-08-23,13,مقبلات,طحينة,20.69,5,0.1,93.08,الجيزة,Wallet,Dine-in,7526,4,1
580,2026-04-13T20:12:46.479Z,581,2022-12-07,12,مشويات,كفتة,162.58,2,0,325.16,الجيزة,Wallet,Takeaway,83318,3,0
581,2026-04-13T20:12:46.479Z,582,2020-03-27,20,محاشي,محشي كوسة,74.6,4,0.1,268.55,الجيزة,Wallet,Dine-in,102799,4,1
582,2026-04-13T20:12:46.479Z,583,2021-12-19,23,مشروبات,عصير قصب,16.31,3,0,48.92,القاهرة,Cash,Delivery,137408,4,1
583,2026-04-13T20:12:46.479Z,584,2023-06-17,22,مشروبات,عصير مانجو,39.5,3,0,118.49,طنطا,Wallet,Dine-in,48484,3,1
584,2026-04-13T20:12:46.479Z,585,2025-06-15,20,مشروبات,عصير مانجو,33.29,3,0,99.87,الجيزة,Cash,Takeaway,85020,3,1
585,2026-04-13T20:12:46.479Z,586,2024-06-16,10,طواجن,طاجن ملوخية,126.64,3,0,379.93,أسيوط,Cash,Dine-in,175371,3,1
586,2026-04-13T20:12:46.479Z,587,2023-12-10,16,مشويات,كباب,152.08,3,0,456.25,الجيزة,Wallet,Takeaway,9376,4,1
587,2026-04-13T20:12:46.479Z,588,2025-02-26,20,محاشي,محشي كوسة,67.47,5,0.1,303.62,الجيزة,Cash,Dine-in,81796,3,0
588,2026-04-13T20:12:46.479Z,589,2025-02-17,20,محاشي,محشي كوسة,77.56,2,0,155.12,الجيزة,Card,Dine-in,80414,3,0
589,2026-04-13T20:12:46.479Z,590,2023-03-08,18,محاشي,محشي كوسة,67.55,1,0,67.55,القاهرة,Cash,Dine-in,98135,4,0
590,2026-04-13T20:12:46.479Z,591,2021-06-11,23,مشويات,شيش طاووق,166.9,3,0,500.7,الإسكندرية,Cash,Dine-in,175901,5,1
591,2026-04-13T20:12:46.479Z,592,2023-06-21,18,مشويات,كباب,150.19,1,0,150.19,المنصورة,Wallet,Takeaway,100807,3,0
592,2026-04-13T20:12:46.479Z,593,2022-11-11,12,محاشي,محشي ورق عنب,96.81,2,0,193.62,القاهرة,Cash,Dine-in,155503,3,1
593,2026-04-13T20:12:46.479Z,594,2022-09-13,14,مقبلات,بابا غنوج,69.67,2,0,139.34,القاهرة,Wallet,Dine-in,50135,4,0
594,2026-04-13T20:12:46.479Z,595,2020-01-21,15,مشروبات,شاي,12.06,2,0,24.11,الإسكندرية,Cash,Takeaway,11823,3,0
595,2026-04-13T20:12:46.479Z,596,2024-07-18,12,محاشي,محشي ورق عنب,67.56,1,0,67.56,الإسكندرية,Wallet,Delivery,104961,5,0
596,2026-04-13T20:12:46.479Z,597,2020-09-20,13,محاشي,محشي ورق عنب,99.87,3,0,299.61,القاهرة,Cash,Delivery,121068,4,1
597,2026-04-13T20:12:46.479Z,598,2023-10-01,15,مشروبات,عصير قصب,27.92,7,0.1,175.92,الجيزة,Card,Dine-in,180156,4,1
598,2026-04-13T20:12:46.479Z,599,2020-07-27,20,مشروبات,عصير مانجو,37.35,2,0,74.69,أسيوط,Card,Takeaway,84535,3,0
599,2026-04-13T20:12:46.479Z,600,2024-01-26,21,مقبلات,بابا غنوج,43.64,4,0.1,157.12,طنطا,Cash,Dine-in,10450,2,1
600,2026-04-13T20:12:46.479Z,601,2023-10-11,15,مقبلات,طحينة,48.91,3,0,146.74,الجيزة,Wallet,Delivery,178851,5,0
601,2026-04-13T20:12:46.479Z,602,2020-12-03,12,مقبلات,طحينة,45.25,4,0.1,162.89,الإسكندرية,Cash,Dine-in,182112,5,0
602,2026-04-13T20:12:46.479Z,603,2020-12-02,19,مقبلات,طحينة,32.8,5,0.1,147.6,الجيزة,Cash,Delivery,122818,4,0
603,2026-04-13T20:12:46.479Z,604,2020-07-19,10,مقبلات,بابا غنوج,27.99,2,0,55.99,الجيزة,Cash,Dine-in,161225,3,1
604,2026-04-13T20:12:46.479Z,605,2022-05-05,12,محاشي,محشي ورق عنب,69.61,4,0.1,250.59,القاهرة,Card,Takeaway,37632,4,0
605,2026-04-13T20:12:46.479Z,606,2022-05-11,16,مشروبات,عصير مانجو,13.87,5,0.1,62.44,الإسكندرية,Cash,Takeaway,73134,3,0
606,2026-04-13T20:12:46.479Z,607,2025-11-07,16,طواجن,طاجن بامية,94.06,3,0,282.19,أسيوط,Wallet,Delivery,129640,3,1
607,2026-04-13T20:12:46.479Z,608,2020-04-13,22,محاشي,محشي ورق عنب,80.93,2,0,161.85,القاهرة,Wallet,Dine-in,14524,4,0
608,2026-04-13T20:12:46.479Z,609,2021-01-27,23,مشويات,كباب,156.24,2,0,312.48,الجيزة,Wallet,Delivery,156106,3,0
609,2026-04-13T20:12:46.479Z,610,2022-08-30,22,مقبلات,سلطة بلدي,34.03,4,0.1,122.51,الجيزة,Cash,Takeaway,29571,4,0
610,2026-04-13T20:12:46.479Z,611,2023-05-03,18,محاشي,محشي باذنجان,58.02,1,0,58.02,القاهرة,Cash,Takeaway,156886,4,0
611,2026-04-13T20:12:46.480Z,612,2023-10-29,13,محاشي,محشي ورق عنب,74.59,4,0.1,268.51,الإسكندرية,Wallet,Dine-in,85591,4,1
612,2026-04-13T20:12:46.480Z,613,2020-05-14,10,مشروبات,عصير قصب,37.21,1,0,37.21,طنطا,Cash,Dine-in,53635,3,0
613,2026-04-13T20:12:46.480Z,614,2020-12-13,12,مقبلات,طحينة,52.28,3,0,156.84,الجيزة,Card,Takeaway,68417,3,1
614,2026-04-13T20:12:46.480Z,615,2022-03-28,22,مقبلات,طحينة,70.15,3,0,210.44,القاهرة,Card,Dine-in,26049,5,0
615,2026-04-13T20:12:46.480Z,616,2022-11-25,13,طواجن,طاجن بامية,122,3,0,366,القاهرة,Cash,Dine-in,141678,4,1
616,2026-04-13T20:12:46.480Z,617,2024-02-03,19,مقبلات,بابا غنوج,22.47,3,0,67.4,المنصورة,Card,Dine-in,55576,3,1
617,2026-04-13T20:12:46.480Z,618,2024-07-21,20,مشروبات,عصير مانجو,31.72,3,0,95.17,القاهرة,Cash,Takeaway,186741,4,1
618,2026-04-13T20:12:46.480Z,619,2020-11-11,17,مقبلات,بابا غنوج,76.01,5,0.1,342.02,الإسكندرية,Cash,Delivery,48040,4,0
619,2026-04-13T20:12:46.480Z,620,2023-12-10,13,مشويات,شيش طاووق,143.85,4,0.1,517.87,طنطا,Cash,Delivery,174367,3,1
620,2026-04-13T20:12:46.480Z,621,2023-11-03,20,مقبلات,بابا غنوج,60.16,3,0,180.47,الجيزة,Cash,Takeaway,107955,4,1
621,2026-04-13T20:12:46.480Z,622,2020-10-24,17,طواجن,طاجن فراخ,121.02,2,0,242.04,القاهرة,Cash,Takeaway,47566,4,1
622,2026-04-13T20:12:46.480Z,623,2021-09-08,23,محاشي,محشي ورق عنب,82.81,5,0.1,372.63,الإسكندرية,Card,Delivery,96215,4,0
623,2026-04-13T20:12:46.480Z,624,2025-07-12,14,محاشي,محشي ورق عنب,94.96,3,0,284.89,القاهرة,Card,Takeaway,111091,4,1
624,2026-04-13T20:12:46.480Z,625,2022-06-09,23,مشروبات,عصير قصب,38.84,3,0,116.52,الجيزة,Cash,Takeaway,115572,4,0
625,2026-04-13T20:12:46.480Z,626,2021-05-21,18,طواجن,طاجن ملوخية,106.38,2,0,212.76,القاهرة,Cash,Delivery,147013,3,1
626,2026-04-13T20:12:46.480Z,627,2022-07-22,12,مشويات,كباب,162.47,5,0.1,731.1,الجيزة,Card,Takeaway,166686,3,1
627,2026-04-13T20:12:46.480Z,628,2020-06-15,15,طواجن,طاجن بامية,90,3,0,269.99,القاهرة,Wallet,Takeaway,139274,3,0
628,2026-04-13T20:12:46.480Z,629,2022-11-17,18,مقبلات,سلطة بلدي,43.71,2,0,87.43,القاهرة,Cash,Dine-in,193139,4,0
629,2026-04-13T20:12:46.480Z,630,2025-07-17,15,مقبلات,طحينة,72.23,2,0,144.45,المنصورة,Wallet,Delivery,198368,3,0
630,2026-04-13T20:12:46.480Z,631,2022-04-07,13,محاشي,محشي ورق عنب,55.17,4,0.1,198.63,القاهرة,Card,Takeaway,22199,3,0
631,2026-04-13T20:12:46.480Z,632,2024-07-17,12,مشويات,كباب,150.11,1,0,150.11,القاهرة,Card,Dine-in,1853,3,0
632,2026-04-13T20:12:46.480Z,633,2021-03-07,23,مشروبات,عصير مانجو,8.41,3,0,25.23,طنطا,Card,Takeaway,190920,3,1
633,2026-04-13T20:12:46.480Z,634,2025-08-08,20,مقبلات,طحينة,12.52,5,0.1,56.34,القاهرة,Wallet,Dine-in,133406,4,1
634,2026-04-13T20:12:46.480Z,635,2022-11-12,19,طواجن,طاجن ملوخية,133.71,5,0.1,601.69,الجيزة,Cash,Takeaway,43521,3,1
635,2026-04-13T20:12:46.480Z,636,2023-02-28,16,مقبلات,طحينة,49.93,2,0,99.85,الجيزة,Card,Dine-in,137847,4,0
636,2026-04-13T20:12:46.480Z,637,2024-12-18,16,مقبلات,طحينة,56.88,3,0,170.65,القاهرة,Cash,Dine-in,83653,4,0
637,2026-04-13T20:12:46.480Z,638,2023-10-24,10,محاشي,محشي باذنجان,59.9,1,0,59.9,طنطا,Wallet,Dine-in,18625,4,0
638,2026-04-13T20:12:46.480Z,639,2024-08-16,22,مشويات,كباب,150.3,4,0.1,541.08,المنصورة,Card,Delivery,148937,3,1
639,2026-04-13T20:12:46.480Z,640,2020-12-23,22,مقبلات,طحينة,49.76,2,0,99.51,المنصورة,Wallet,Dine-in,176466,3,0
640,2026-04-13T20:12:46.480Z,641,2021-07-11,11,طواجن,طاجن ملوخية,135.28,2,0,270.56,الجيزة,Cash,Delivery,91891,4,1
641,2026-04-13T20:12:46.480Z,642,2025-01-14,13,طواجن,طاجن ملوخية,113.08,2,0,226.16,المنصورة,Card,Takeaway,118657,3,0
642,2026-04-13T20:12:46.480Z,643,2025-12-10,21,مشويات,كفتة,154.16,2,0,308.32,طنطا,Cash,Dine-in,18975,2,0
643,2026-04-13T20:12:46.480Z,644,2025-06-17,22,طواجن,طاجن ملوخية,104.18,4,0.1,375.04,المنصورة,Wallet,Delivery,53594,4,0
644,2026-04-13T20:12:46.480Z,645,2023-10-14,20,مشويات,كباب,164.1,4,0.1,590.75,القاهرة,Card,Takeaway,98138,4,1
645,2026-04-13T20:12:46.480Z,646,2025-04-27,19,مشويات,كفتة,155.6,6,0.1,840.26,المنصورة,Wallet,Delivery,129370,3,1
646,2026-04-13T20:12:46.480Z,647,2023-01-05,19,مشويات,كفتة,135.63,3,0,406.9,الجيزة,Cash,Dine-in,2208,4,0
647,2026-04-13T20:12:46.480Z,648,2022-06-26,17,مقبلات,طحينة,40.39,2,0,80.78,القاهرة,Wallet,Delivery,156813,3,1
648,2026-04-13T20:12:46.480Z,649,2023-07-19,19,مشروبات,عصير مانجو,27.98,2,0,55.96,أسيوط,Cash,Dine-in,58529,3,0
649,2026-04-13T20:12:46.480Z,650,2023-04-30,11,طواجن,طاجن ملوخية,131.1,3,0,393.31,القاهرة,Wallet,Delivery,102388,3,1
650,2026-04-13T20:12:46.480Z,651,2021-10-01,16,مقبلات,طحينة,47.99,3,0,143.98,الإسكندرية,Card,Dine-in,155016,3,1
651,2026-04-13T20:12:46.480Z,652,2025-06-05,12,محاشي,محشي ورق عنب,92.42,3,0,277.26,القاهرة,Cash,Delivery,43035,4,0
652,2026-04-13T20:12:46.480Z,653,2021-09-30,23,مشويات,كباب,145.75,4,0.1,524.69,القاهرة,Card,Takeaway,55005,5,0
653,2026-04-13T20:12:46.480Z,654,2022-02-20,13,مشويات,كفتة,146.81,5,0.1,660.65,القاهرة,Cash,Dine-in,69765,4,1
654,2026-04-13T20:12:46.480Z,655,2022-03-01,14,طواجن,طاجن بامية,119.14,6,0.1,643.33,طنطا,Cash,Delivery,9126,4,0
655,2026-04-13T20:12:46.480Z,656,2021-07-27,10,مشويات,كباب,131.11,2,0,262.23,القاهرة,Wallet,Dine-in,92528,4,0
656,2026-04-13T20:12:46.480Z,657,2020-06-23,18,طواجن,طاجن بامية,105.31,1,0,105.31,الجيزة,Card,Dine-in,110533,4,0
657,2026-04-13T20:12:46.480Z,658,2023-11-10,10,مشويات,شيش طاووق,160.8,4,0.1,578.87,الجيزة,Card,Delivery,126154,4,1
658,2026-04-13T20:12:46.480Z,659,2025-10-03,21,طواجن,طاجن فراخ,98.82,5,0.1,444.71,الجيزة,Card,Dine-in,127816,4,1
659,2026-04-13T20:12:46.480Z,660,2024-04-23,23,مشويات,شيش طاووق,155.04,3,0,465.12,القاهرة,Cash,Delivery,108114,3,0
660,2026-04-13T20:12:46.480Z,661,2025-05-04,16,مشويات,كباب,145.62,3,0,436.86,المنصورة,Card,Takeaway,15898,4,1
661,2026-04-13T20:12:46.480Z,662,2025-07-10,21,مشويات,كفتة,149.52,3,0,448.56,المنصورة,Wallet,Dine-in,136158,4,0
662,2026-04-13T20:12:46.480Z,663,2023-03-20,22,محاشي,محشي ورق عنب,63.45,3,0,190.36,الجيزة,Cash,Delivery,183304,3,0
663,2026-04-13T20:12:46.480Z,664,2025-10-04,22,مقبلات,سلطة بلدي,47.53,3,0,142.6,القاهرة,Wallet,Dine-in,23666,5,1
664,2026-04-13T20:12:46.480Z,665,2024-08-07,20,محاشي,محشي كوسة,104.08,3,0,312.24,طنطا,Wallet,Dine-in,119560,4,0
665,2026-04-13T20:12:46.480Z,666,2020-06-13,15,مشروبات,عصير مانجو,23.12,3,0,69.37,المنصورة,Cash,Dine-in,158352,4,1
666,2026-04-13T20:12:46.480Z,667,2021-03-05,20,محاشي,محشي كوسة,102.46,3,0,307.37,القاهرة,Cash,Takeaway,129682,4,1
667,2026-04-13T20:12:46.480Z,668,2022-05-29,23,محاشي,محشي باذنجان,78.38,5,0.1,352.73,طنطا,Card,Takeaway,159286,4,1
668,2026-04-13T20:12:46.480Z,669,2023-07-22,21,طواجن,طاجن ملوخية,123.92,3,0,371.75,القاهرة,Card,Delivery,129291,4,1
669,2026-04-13T20:12:46.480Z,670,2025-07-29,21,طواجن,طاجن ملوخية,112.88,4,0.1,406.36,أسيوط,Card,Delivery,8415,3,0
670,2026-04-13T20:12:46.480Z,671,2023-12-06,12,مشويات,كباب,156.54,2,0,313.08,الجيزة,Cash,Delivery,195494,4,0
671,2026-04-13T20:12:46.480Z,672,2024-08-25,23,مقبلات,سلطة بلدي,57.8,3,0,173.4,القاهرة,Cash,Takeaway,18766,4,1
672,2026-04-13T20:12:46.480Z,673,2020-11-11,11,طواجن,طاجن فراخ,112.76,4,0.1,405.92,الجيزة,Card,Takeaway,39661,3,0
673,2026-04-13T20:12:46.480Z,674,2020-08-08,14,محاشي,محشي كوسة,99.92,6,0.1,539.55,الجيزة,Wallet,Dine-in,37405,3,1
674,2026-04-13T20:12:46.480Z,675,2021-08-18,10,مشروبات,عصير مانجو,35.48,3,0,106.43,طنطا,Card,Takeaway,191746,4,0
675,2026-04-13T20:12:46.480Z,676,2025-12-15,13,طواجن,طاجن بامية,126.61,2,0,253.23,القاهرة,Cash,Takeaway,97727,4,0
676,2026-04-13T20:12:46.480Z,677,2020-04-29,16,مقبلات,سلطة بلدي,52.43,5,0.1,235.93,القاهرة,Card,Delivery,94446,5,0
677,2026-04-13T20:12:46.480Z,678,2021-10-22,14,محاشي,محشي ورق عنب,87.35,4,0.1,314.47,القاهرة,Card,Delivery,17179,4,1
678,2026-04-13T20:12:46.480Z,679,2023-09-10,15,طواجن,طاجن فراخ,110.02,4,0.1,396.08,القاهرة,Wallet,Delivery,77866,4,1
679,2026-04-13T20:12:46.480Z,680,2020-11-28,22,مشروبات,عصير قصب,37.94,4,0.1,136.57,القاهرة,Card,Delivery,170967,4,1
680,2026-04-13T20:12:46.480Z,681,2023-11-01,11,طواجن,طاجن بامية,142.43,1,0,142.43,الإسكندرية,Cash,Delivery,129166,4,0
681,2026-04-13T20:12:46.480Z,682,2023-09-14,14,مشروبات,عصير مانجو,32.63,5,0.1,146.85,أسيوط,Cash,Takeaway,190499,3,0
682,2026-04-13T20:12:46.480Z,683,2024-07-22,23,مشروبات,عصير قصب,35.37,3,0,106.11,الإسكندرية,Cash,Delivery,140006,4,0
683,2026-04-13T20:12:46.480Z,684,2021-03-16,22,مشويات,كفتة,138.91,3,0,416.74,المنصورة,Cash,Takeaway,144421,3,0
684,2026-04-13T20:12:46.480Z,685,2021-05-28,18,مشروبات,عصير مانجو,10.79,2,0,21.59,طنطا,Cash,Delivery,36114,4,1
685,2026-04-13T20:12:46.480Z,686,2022-10-14,21,محاشي,محشي ورق عنب,86.58,5,0.1,389.61,القاهرة,Cash,Dine-in,75587,4,1
686,2026-04-13T20:12:46.480Z,687,2021-11-24,21,محاشي,محشي باذنجان,77.25,3,0,231.74,القاهرة,Cash,Dine-in,144594,3,0
687,2026-04-13T20:12:46.480Z,688,2022-05-09,21,مقبلات,بابا غنوج,35.71,2,0,71.42,القاهرة,Card,Takeaway,186569,3,0
688,2026-04-13T20:12:46.480Z,689,2024-08-14,10,محاشي,محشي كوسة,89.24,2,0,178.48,الإسكندرية,Cash,Dine-in,113727,4,0
689,2026-04-13T20:12:46.480Z,690,2020-05-23,11,مقبلات,سلطة بلدي,39.62,2,0,79.25,القاهرة,Card,Takeaway,30597,3,1
690,2026-04-13T20:12:46.480Z,691,2025-10-23,21,مشروبات,عصير قصب,34.18,3,0,102.55,القاهرة,Cash,Dine-in,10884,3,0
691,2026-04-13T20:12:46.480Z,692,2021-08-02,20,مشويات,كباب,154.64,5,0.1,695.9,القاهرة,Card,Dine-in,81298,4,0
692,2026-04-13T20:12:46.480Z,693,2020-01-11,14,محاشي,محشي كوسة,96.18,5,0.1,432.82,طنطا,Cash,Dine-in,13261,4,1
693,2026-04-13T20:12:46.480Z,694,2025-11-11,12,مشروبات,عصير قصب,52.24,1,0,52.24,أسيوط,Cash,Dine-in,117363,3,0
694,2026-04-13T20:12:46.480Z,695,2021-06-09,20,طواجن,طاجن بامية,120.91,3,0,362.73,المنصورة,Cash,Dine-in,61822,4,0
695,2026-04-13T20:12:46.480Z,696,2022-06-28,20,مشروبات,شاي,9.45,4,0.1,34.02,طنطا,Cash,Delivery,85163,3,0
696,2026-04-13T20:12:46.480Z,697,2022-09-19,21,مقبلات,طحينة,82.43,3,0,247.28,الجيزة,Card,Delivery,42063,3,0
697,2026-04-13T20:12:46.480Z,698,2022-12-04,21,مقبلات,طحينة,38.72,5,0.1,174.26,الإسكندرية,Card,Delivery,125814,4,1
698,2026-04-13T20:12:46.480Z,699,2023-12-03,12,مقبلات,طحينة,82.11,2,0,164.22,القاهرة,Cash,Dine-in,163784,4,1
699,2026-04-13T20:12:46.480Z,700,2022-04-11,14,طواجن,طاجن ملوخية,105.77,4,0.1,380.77,الجيزة,Cash,Dine-in,53270,4,0
700,2026-04-13T20:12:46.480Z,701,2021-01-19,16,مشروبات,عصير مانجو,3.36,3,0,10.09,القاهرة,Cash,Takeaway,58445,4,0
701,2026-04-13T20:12:46.480Z,702,2024-11-09,20,محاشي,محشي كوسة,74.52,3,0,223.57,أسيوط,Card,Delivery,87575,3,1
702,2026-04-13T20:12:46.480Z,703,2020-09-11,19,طواجن,طاجن بامية,129.02,3,0,387.06,الجيزة,Card,Dine-in,165312,4,1
703,2026-04-13T20:12:46.480Z,704,2023-06-21,20,مشويات,كباب,154.77,3,0,464.3,المنصورة,Card,Dine-in,177066,4,0
704,2026-04-13T20:12:46.480Z,705,2020-04-03,12,مقبلات,طحينة,57.11,3,0,171.32,القاهرة,Cash,Delivery,175091,5,1
705,2026-04-13T20:12:46.481Z,706,2025-01-23,21,مشروبات,عصير مانجو,32.35,2,0,64.7,القاهرة,Card,Delivery,70608,4,0
706,2026-04-13T20:12:46.481Z,707,2020-01-28,15,طواجن,طاجن بامية,108.63,4,0.1,391.07,القاهرة,Card,Dine-in,104197,4,0
